rk,pos,name,age,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,tb,gdp,hbp,sh,sf,ibb,season,bats
33,P,Pedro Borbón,32,30,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,89.0,1,0,0,0,0,0,1979,Right
34,P,Joe Coleman,32,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1979,Right
35,P,Ed Plank,27,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1979,Right
36,P,Al Holland,26,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1979,Right
1,C,Milt May,29,111,393,358,27,93,16,2,6,50,0,1,25,40,0.26,0.305,0.366,0.671,90.0,131,13,1,3,6,4,1980,Left
2,1B,Mike Ivie,27,79,306,286,21,69,16,1,4,25,1,2,19,40,0.241,0.288,0.346,0.634,79.0,99,7,0,0,1,2,1980,Right
3,2B,Rennie Stennett,31,120,425,397,34,97,13,2,2,37,4,4,22,31,0.244,0.286,0.302,0.588,67.0,120,10,2,2,2,10,1980,Right
4,SS,Johnnie LeMaster,26,135,442,405,33,87,16,6,3,31,0,1,25,57,0.215,0.257,0.306,0.564,59.0,124,7,0,7,5,5,1980,Right
5,3B,Darrell Evans,33,154,653,556,69,147,23,0,20,78,17,5,83,65,0.264,0.359,0.414,0.772,119.0,230,12,2,6,6,6,1980,Left
6,LF,Terry Whitfield,27,118,348,321,38,95,16,2,4,26,4,2,20,44,0.296,0.337,0.396,0.733,107.0,127,6,1,4,2,3,1980,Left
7,CF,Bill North,32,128,500,415,73,104,12,1,1,19,45,19,81,78,0.251,0.373,0.292,0.665,91.0,121,4,1,2,1,5,1980,Both
8,RF,Jack Clark,24,127,524,437,77,124,20,8,22,82,2,5,74,52,0.284,0.382,0.517,0.9,153.0,226,12,2,1,10,13,1980,Right
9,OF,Larry Herndon,26,139,521,493,54,127,17,11,8,49,8,8,19,91,0.258,0.284,0.385,0.67,88.0,190,10,1,4,4,1,1980,Right
10,SS,Joe Pettini,25,63,218,190,19,44,3,1,1,9,5,2,17,33,0.232,0.295,0.274,0.568,62.0,52,3,0,11,0,1,1980,Right
11,LF,Jim Wohlford,29,91,210,193,17,54,6,4,1,24,1,4,13,23,0.28,0.324,0.368,0.692,96.0,71,3,1,0,3,0,1980,Right
12,2B,Joe Strain,26,77,207,189,26,54,6,0,0,16,1,2,10,10,0.286,0.32,0.317,0.637,82.0,60,8,0,7,1,0,1980,Right
13,1B,Rich Murray,22,53,206,194,19,42,8,2,4,24,2,1,11,48,0.216,0.259,0.34,0.599,69.0,66,8,0,1,0,1,1980,Right
14,C,Mike Sadek,34,64,183,151,14,38,4,1,1,16,0,0,27,18,0.252,0.363,0.311,0.674,93.0,47,3,0,4,1,6,1980,Right
15,OF,Max Venable,23,64,157,138,13,37,5,0,0,10,8,2,15,22,0.268,0.333,0.304,0.638,82.0,42,3,0,1,3,0,1980,Left
16,1B,Willie McCovey,42,48,132,113,8,23,8,0,1,16,0,0,13,23,0.204,0.285,0.301,0.586,66.0,34,3,1,0,3,2,1980,Left
17,2B,Guy Sularz,24,25,77,65,3,16,1,1,0,3,1,0,9,6,0.246,0.333,0.292,0.626,79.0,19,2,0,2,1,1,1980,Right
18,C,Marc Hill,28,17,43,41,1,7,2,0,0,0,0,0,1,7,0.171,0.19,0.22,0.41,16.0,9,1,0,1,0,0,1980,Right
19,C,Dennis Littlejohn,25,13,38,29,2,7,1,0,0,2,0,0,7,7,0.241,0.368,0.276,0.644,86.0,8,1,0,0,2,1,1980,Right
20,SS,Roger Metzger,32,28,31,27,5,2,0,0,0,0,0,0,3,2,0.074,0.167,0.074,0.241,-29.0,2,2,0,1,0,0,1980,Both
21,OF,Chris Bourjos,25,13,24,22,4,5,1,0,1,2,0,0,2,7,0.227,0.292,0.409,0.701,97.0,9,1,0,0,0,0,1980,Right
22,P,Bob Knepper,26,35,79,66,3,10,3,0,0,7,1,0,2,21,0.152,0.171,0.197,0.368,4.0,13,0,0,9,2,0,1980,Left
23,P,Vida Blue,30,31,79,68,3,5,1,0,0,1,0,0,3,34,0.074,0.111,0.088,0.199,-43.0,6,0,0,7,1,0,1980,Both
24,P,Ed Whitson,25,34,76,66,2,6,0,0,0,4,0,0,1,21,0.091,0.104,0.091,0.195,-44.0,6,1,0,9,0,0,1980,Right
25,P,Allen Ripley,27,23,44,40,2,6,0,1,0,2,0,0,1,14,0.15,0.171,0.2,0.371,5.0,8,1,0,3,0,0,1980,Right
26,P,John Montefusco,30,22,35,30,1,1,0,0,0,0,0,0,1,12,0.033,0.094,0.033,0.127,-62.0,1,0,1,3,0,0,1980,Right
27,P,Alan Hargesheimer,25,15,25,22,2,4,1,0,0,2,0,0,2,10,0.182,0.25,0.227,0.477,36.0,5,1,0,1,0,0,1980,Right
28,P,Tom Griffin,32,44,20,18,1,2,0,0,1,1,0,0,0,7,0.111,0.111,0.278,0.389,7.0,5,0,0,2,0,0,1980,Right
29,P,Gary Lavelle,31,62,14,11,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,0,0,0,3,0,0,1980,Both
30,P,Greg Minton,28,68,11,8,0,1,0,0,0,1,0,0,0,3,0.125,0.222,0.125,0.347,1.0,1,0,1,2,0,0,1980,Both
31,P,Bill Bordley,22,8,9,6,0,1,0,0,0,0,0,0,1,1,0.167,0.286,0.167,0.452,32.0,1,0,0,2,0,0,1980,Right
32,P,Al Holland,27,54,9,5,2,1,0,1,0,2,0,0,2,2,0.2,0.429,0.6,1.029,189.0,3,0,0,2,0,0,1980,Right
33,P,Ed Halicki,29,11,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-5.0,1,0,0,0,0,0,1980,Right
34,P,Jeff Stember,22,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1980,Right
35,P,Randy Moffitt,31,13,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1980,Right
36,P,Fred Breining,24,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1980,Right
37,P,Mike Rowland,27,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1980,Right
38,P,Phil Nastu,25,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1980,Left
1,C,Milt May,30,97,354,316,20,98,17,0,2,33,1,4,34,29,0.31,0.376,0.383,0.759,118.0,121,7,0,3,1,10,1981,Left
2,1B,Enos Cabell,31,96,413,396,41,101,20,1,2,36,6,7,10,47,0.255,0.274,0.326,0.6,72.0,129,6,1,4,2,0,1981,Right
3,2B,Joe Morgan,37,90,378,308,47,74,16,1,8,31,14,5,66,37,0.24,0.371,0.377,0.748,115.0,116,3,0,1,3,7,1981,Left
4,SS,Johnnie LeMaster,27,104,354,324,27,82,9,1,0,28,3,7,24,46,0.253,0.306,0.287,0.593,71.0,93,9,1,4,1,7,1981,Right
5,3B,Darrell Evans,34,102,419,357,51,92,13,4,12,48,2,3,54,33,0.258,0.356,0.417,0.773,121.0,149,4,2,3,3,8,1981,Left
6,LF,Larry Herndon,27,96,391,364,48,105,15,8,5,41,15,6,20,55,0.288,0.325,0.415,0.74,111.0,151,12,1,3,3,2,1981,Right
7,CF,Jerry Martin,32,72,267,241,23,58,5,3,4,25,6,2,21,52,0.241,0.308,0.336,0.644,85.0,81,9,3,1,1,2,1981,Right
8,RF,Jack Clark,25,99,437,385,60,103,19,2,17,53,1,1,45,45,0.268,0.341,0.46,0.801,128.0,177,12,1,0,6,6,1981,Right
9,1B,Dave Bergman,28,63,167,145,16,37,9,0,3,13,2,0,19,18,0.255,0.339,0.379,0.719,106.0,55,4,0,2,1,3,1981,Left
10,CF,Bill North,33,46,161,131,22,29,7,0,1,12,26,8,26,28,0.221,0.354,0.298,0.652,89.0,39,1,1,3,0,0,1981,Both
11,OF,Jeffrey Leonard,25,37,141,127,20,39,11,3,4,26,4,2,12,21,0.307,0.371,0.535,0.907,158.0,68,5,1,1,0,3,1981,Right
12,2B,Rennie Stennett,32,38,92,87,8,20,0,0,1,7,2,1,3,6,0.23,0.264,0.264,0.528,52.0,23,3,1,1,0,0,1981,Right
13,LF,Jim Wohlford,30,50,73,68,4,11,3,0,1,7,0,0,4,9,0.162,0.205,0.25,0.455,30.0,17,5,0,0,1,0,1981,Right
14,IF,Billy Smith,27,36,71,61,6,11,0,0,1,5,0,0,9,16,0.18,0.282,0.23,0.511,48.0,14,1,0,0,1,0,1981,Both
15,UT,Bob Brenly,27,19,52,45,5,15,2,1,1,4,0,1,6,4,0.333,0.423,0.489,0.912,161.0,22,1,1,0,0,0,1981,Right
16,C,Mike Sadek,35,19,46,36,5,6,3,0,0,3,0,0,8,7,0.167,0.318,0.25,0.568,65.0,9,0,0,2,0,0,1981,Right
17,OF,Max Venable,24,18,36,32,2,6,0,2,0,1,3,1,4,3,0.188,0.278,0.313,0.59,69.0,10,0,0,0,0,0,1981,Left
18,IF,Joe Pettini,26,35,34,29,3,2,1,0,0,2,1,0,4,5,0.069,0.182,0.103,0.285,-16.0,3,0,0,1,0,0,1981,Right
19,IF,Guy Sularz,25,10,24,20,0,4,0,0,0,2,0,1,2,4,0.2,0.292,0.2,0.492,43.0,4,0,1,0,1,0,1981,Right
20,1B,Mike Ivie,28,7,18,17,1,5,2,0,0,3,0,0,0,1,0.294,0.278,0.412,0.69,96.0,7,0,0,0,1,0,1981,Right
21,C,Jeff Ransom,20,5,16,15,2,4,1,0,0,0,0,0,1,1,0.267,0.313,0.333,0.646,86.0,5,1,0,0,0,1,1981,Right
22,OF,Chili Davis,21,8,16,15,1,2,0,0,0,0,2,0,1,2,0.133,0.188,0.133,0.321,-7.0,2,1,0,0,0,0,1981,Both
23,P,Doyle Alexander,30,24,58,51,5,9,4,0,0,6,0,0,2,12,0.176,0.204,0.255,0.459,31.0,13,2,0,4,1,0,1981,Right
24,P,Tom Griffin,33,22,50,41,1,8,1,0,1,5,0,0,2,12,0.195,0.227,0.293,0.52,48.0,12,1,0,6,1,0,1981,Right
25,P,Ed Whitson,26,22,45,33,2,3,0,0,0,1,0,0,3,13,0.091,0.167,0.091,0.258,-24.0,3,0,0,9,0,0,1981,Right
26,P,Vida Blue,31,18,43,35,4,7,2,0,0,1,0,0,3,10,0.2,0.263,0.257,0.52,50.0,9,1,0,5,0,0,1981,Both
27,P,Allen Ripley,28,19,32,30,0,4,0,0,0,2,0,0,0,5,0.133,0.133,0.133,0.267,-23.0,4,1,0,2,0,0,1981,Right
28,P,Al Holland,28,47,22,16,1,1,0,0,0,1,1,0,1,8,0.063,0.118,0.063,0.18,-47.0,1,0,0,5,0,0,1981,Right
29,P,Gary Lavelle,32,34,14,11,1,3,1,0,0,1,0,1,1,3,0.273,0.333,0.364,0.697,100.0,4,1,0,2,0,0,1981,Both
30,P,Fred Breining,25,45,13,11,0,0,0,0,0,0,0,0,1,7,0.0,0.083,0.0,0.083,-74.0,0,0,0,1,0,0,1981,Right
31,P,Greg Minton,29,55,13,12,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,1,0,1,0,0,1981,Both
32,P,Alan Hargesheimer,26,6,6,5,0,1,0,0,0,1,0,0,0,2,0.2,0.2,0.2,0.4,15.0,1,0,0,1,0,0,1981,Right
33,P,Bob Tufts,25,11,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1981,Left
34,P,Mike Rowland,28,9,1,1,0,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,476.0,1,0,0,0,0,0,1981,Right
35,P,Randy Moffitt,32,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1981,Right
1,C,Milt May,31,114,429,395,29,104,19,0,9,39,0,1,28,38,0.263,0.311,0.38,0.691,94.0,150,4,0,5,1,8,1982,Left
2,1B,Reggie Smith,37,106,398,349,51,99,11,0,18,56,7,0,46,46,0.284,0.364,0.47,0.834,134.0,164,9,0,0,3,9,1982,Both
3,2B,Joe Morgan,38,134,554,463,68,134,19,4,14,61,24,4,85,60,0.289,0.4,0.438,0.838,136.0,203,3,2,1,3,4,1982,Left
4,SS,Johnnie LeMaster,28,130,474,436,34,94,14,1,2,30,13,4,31,78,0.216,0.267,0.266,0.533,51.0,116,14,0,5,2,10,1982,Right
5,3B,Tom O'Malley,21,92,327,291,26,80,12,4,2,27,0,3,33,39,0.275,0.35,0.364,0.714,102.0,106,11,1,1,1,9,1982,Left
6,LF,Jeffrey Leonard,26,80,304,278,32,72,16,1,9,49,18,5,19,65,0.259,0.306,0.421,0.727,103.0,117,11,2,0,5,2,1982,Right
7,CF,Chili Davis,22,154,701,641,86,167,27,6,19,76,24,13,45,115,0.261,0.308,0.41,0.719,101.0,263,13,2,7,6,2,1982,Both
8,RF,Jack Clark,26,157,659,563,90,154,30,3,27,103,6,9,90,91,0.274,0.372,0.481,0.853,139.0,271,20,1,0,5,7,1982,Right
9,CI,Darrell Evans,35,141,553,465,64,119,20,4,16,61,5,4,77,64,0.256,0.36,0.419,0.779,119.0,195,8,2,3,6,7,1982,Left
10,LF,Jim Wohlford,31,97,286,250,37,64,12,1,2,25,8,3,30,36,0.256,0.331,0.336,0.667,89.0,84,9,0,2,4,4,1982,Right
11,2B,Duane Kuiper,32,107,257,218,26,61,9,1,0,17,2,2,32,24,0.28,0.375,0.33,0.706,101.0,72,8,2,4,1,0,1982,Left
12,C,Bob Brenly,28,65,202,180,26,51,4,1,4,15,6,2,18,26,0.283,0.348,0.383,0.732,106.0,69,2,1,1,2,4,1982,Right
13,LF,Champ Summers,36,70,147,125,15,31,5,0,4,19,0,1,16,17,0.248,0.342,0.384,0.726,105.0,48,4,3,1,2,0,1982,Left
14,1B,Dave Bergman,29,100,140,121,22,33,3,1,4,14,3,0,18,11,0.273,0.364,0.413,0.778,119.0,50,1,0,0,1,3,1982,Left
15,LF,Max Venable,25,71,132,125,17,28,2,1,1,7,9,3,7,16,0.224,0.265,0.28,0.545,54.0,35,2,0,0,0,0,1982,Left
16,SS,Guy Sularz,26,63,111,101,15,23,3,0,1,7,3,0,9,11,0.228,0.291,0.287,0.578,64.0,29,2,0,1,0,0,1982,Right
17,C,Jeff Ransom,21,15,51,44,5,7,0,0,0,3,0,0,6,7,0.159,0.255,0.159,0.414,19.0,7,3,0,0,1,0,1982,Right
18,SS,Joe Pettini,27,29,43,39,5,8,1,0,0,2,0,1,3,4,0.205,0.262,0.231,0.493,40.0,9,1,0,1,0,0,1982,Right
19,1B,Jose Barrios,25,10,20,19,2,3,0,0,0,0,0,0,1,4,0.158,0.2,0.158,0.358,2.0,3,1,0,0,0,0,1982,Right
20,UT,Ron Pruitt,30,5,5,4,1,2,1,0,0,2,0,0,1,1,0.5,0.6,0.75,1.35,279.0,3,0,0,0,0,1,1982,Right
21,2B,Brad Wellman,22,6,4,4,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,41.0,1,0,0,0,0,0,1982,Right
22,LF,John Rabb,22,2,2,2,0,1,0,1,0,0,0,0,0,1,0.5,0.5,1.5,2.0,443.0,3,0,0,0,0,0,1982,Right
23,P,Bill Laskey,24,32,68,62,1,8,0,0,0,4,0,1,2,34,0.129,0.156,0.129,0.285,-19.0,8,1,0,4,0,0,1982,Right
24,P,Atlee Hammaker,24,29,61,59,2,4,0,0,0,1,1,0,0,15,0.068,0.083,0.068,0.151,-57.0,4,3,1,1,0,0,1982,Both
25,P,Renie Martin,26,30,55,49,4,13,1,1,0,3,1,0,0,13,0.265,0.265,0.327,0.592,66.0,16,0,0,6,0,0,1982,Right
26,P,Rich Gale,28,33,54,48,4,6,1,0,1,2,0,0,5,34,0.125,0.208,0.208,0.416,18.0,10,0,0,1,0,0,1982,Right
27,P,Fred Breining,26,54,38,29,4,6,0,0,0,0,0,0,4,14,0.207,0.303,0.207,0.51,46.0,6,0,0,5,0,0,1982,Right
28,P,Al Holland,29,58,37,34,0,2,0,0,0,0,0,0,0,15,0.059,0.059,0.059,0.118,-67.0,2,1,0,3,0,0,1982,Right
29,P,Jim Barr,34,53,34,32,1,8,1,0,0,3,0,0,0,6,0.25,0.25,0.281,0.531,50.0,9,0,0,2,0,0,1982,Right
30,P,Alan Fowlkes,23,21,29,26,2,3,0,0,0,0,0,0,1,10,0.115,0.148,0.115,0.264,-25.0,3,0,0,2,0,0,1982,Right
31,P,Greg Minton,30,78,19,17,2,3,1,0,0,1,0,0,0,7,0.176,0.167,0.235,0.402,12.0,4,0,0,1,1,0,1982,Both
32,P,Gary Lavelle,33,68,15,13,1,2,1,0,0,2,0,0,0,4,0.154,0.154,0.231,0.385,7.0,3,0,0,2,0,0,1982,Both
33,P,Dan Schatzeder,27,13,8,8,0,1,0,0,0,1,0,0,0,4,0.125,0.125,0.125,0.25,-29.0,1,0,0,0,0,0,1982,Left
34,P,Mike Chris,24,9,8,7,0,1,0,0,0,1,0,0,0,3,0.143,0.125,0.143,0.268,-25.0,1,0,0,0,1,0,1982,Left
35,P,Mark Dempsey,24,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1982,Right
36,P,Andy McGaffigan,25,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1982,Right
37,P,Scott Garrelts,20,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1982,Right
1,C,Bob Brenly,29,104,323,281,36,63,12,2,7,34,10,7,37,48,0.224,0.317,0.356,0.673,89.0,100,12,2,1,2,6,1983,Right
2,1B,Darrell Evans,36,142,611,523,94,145,29,3,30,82,6,6,84,81,0.277,0.378,0.516,0.894,150.0,270,8,2,0,2,12,1983,Left
3,2B,Brad Wellman,23,82,207,182,15,39,3,0,1,16,5,3,22,39,0.214,0.296,0.247,0.543,55.0,45,5,0,1,2,1,1983,Right
4,SS,Johnnie LeMaster,29,141,608,534,81,128,16,1,6,30,39,19,60,96,0.24,0.317,0.307,0.624,76.0,164,3,2,8,4,3,1983,Right
5,3B,Tom O'Malley,22,135,473,410,40,106,16,1,5,45,2,4,52,47,0.259,0.345,0.339,0.684,94.0,139,12,4,4,3,4,1983,Left
6,LF,Jeffrey Leonard,27,139,558,516,74,144,17,7,21,87,26,7,35,116,0.279,0.323,0.461,0.784,118.0,238,10,1,0,6,2,1983,Right
7,CF,Chili Davis,23,137,554,486,54,113,21,2,11,59,10,12,55,108,0.233,0.305,0.352,0.657,85.0,171,9,0,3,9,6,1983,Both
8,RF,Jack Clark,27,135,574,492,82,132,25,0,20,66,5,3,74,79,0.268,0.361,0.441,0.802,125.0,217,14,1,0,7,6,1983,Right
9,IF,Joel Youngblood,31,124,415,373,59,109,20,3,17,53,7,4,33,59,0.292,0.356,0.499,0.855,138.0,186,11,5,2,2,4,1983,Right
10,OF,Max Venable,26,94,257,228,28,50,7,4,6,27,15,2,22,34,0.219,0.295,0.364,0.659,85.0,83,3,3,2,1,1,1983,Left
11,2B,Duane Kuiper,33,72,211,176,14,44,2,2,0,14,0,1,27,13,0.25,0.353,0.284,0.637,81.0,50,7,2,4,2,6,1983,Left
12,C,Milt May,32,66,208,186,18,46,6,0,6,20,2,2,21,23,0.247,0.324,0.376,0.7,97.0,70,6,0,1,0,6,1983,Left
13,1B,Dave Bergman,30,90,167,140,16,40,4,1,6,24,2,1,24,21,0.286,0.394,0.457,0.851,139.0,64,5,1,2,0,2,1983,Left
14,C,John Rabb,23,40,114,104,10,24,9,0,1,14,1,0,9,17,0.231,0.292,0.346,0.638,79.0,36,4,0,1,0,1,1983,Right
15,SS,Joe Pettini,28,61,97,86,11,16,0,1,0,7,4,1,9,11,0.186,0.26,0.209,0.47,34.0,18,3,0,1,1,1,1983,Right
16,UT,Chris Smith,25,22,77,67,13,22,6,1,1,11,0,0,7,12,0.328,0.403,0.493,0.895,151.0,33,0,2,0,1,1,1983,Both
17,CF,Dan Gladden,25,18,72,63,6,14,2,0,1,9,4,3,5,11,0.222,0.275,0.302,0.577,62.0,19,3,0,3,1,0,1983,Right
18,C,Steve Nicosia,27,15,37,33,4,11,0,0,0,6,0,0,3,2,0.333,0.389,0.333,0.722,105.0,11,2,0,1,0,1,1983,Right
19,LF,Champ Summers,37,29,30,22,3,3,0,0,0,3,0,0,7,8,0.136,0.333,0.136,0.47,37.0,3,3,0,0,1,0,1983,Left
20,UT,Mike Vail,31,18,27,26,1,4,1,0,0,3,0,0,0,7,0.154,0.185,0.192,0.377,7.0,5,0,1,0,0,0,1983,Right
21,C,Jeff Ransom,22,6,24,20,3,4,0,0,1,3,0,0,4,7,0.2,0.333,0.35,0.683,93.0,7,1,0,0,0,0,1983,Right
22,IF,Guy Sularz,27,10,23,20,3,2,0,0,0,0,0,0,3,2,0.1,0.217,0.1,0.317,-8.0,2,1,0,0,0,0,1983,Right
23,1B,Rich Murray,25,4,10,10,0,2,0,0,0,1,0,0,0,3,0.2,0.2,0.2,0.4,13.0,2,1,0,0,0,0,1983,Right
24,2B,Wallace Johnson,26,7,8,8,0,1,0,0,0,1,0,0,0,0,0.125,0.125,0.125,0.25,-29.0,1,0,0,0,0,0,1983,Both
25,,Ron Pruitt,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1983,Right
26,P,Fred Breining,27,32,78,67,1,10,1,0,0,4,0,0,6,31,0.149,0.219,0.164,0.383,10.0,11,4,0,5,0,0,1983,Right
27,P,Mike Krukow,31,31,71,63,3,16,2,0,1,8,1,1,2,15,0.254,0.269,0.333,0.602,69.0,21,1,0,4,2,0,1983,Right
28,P,Atlee Hammaker,25,23,67,59,1,6,0,0,0,2,0,0,4,19,0.102,0.172,0.102,0.274,-21.0,6,0,1,3,0,0,1983,Both
29,P,Bill Laskey,25,26,56,47,5,5,0,0,0,1,0,1,7,21,0.106,0.236,0.106,0.343,0.0,5,0,1,1,0,0,1983,Right
30,P,Mark Davis,22,20,42,30,3,4,1,0,0,1,0,0,3,8,0.133,0.212,0.167,0.379,8.0,5,0,0,9,0,0,1983,Left
31,P,Andy McGaffigan,26,43,33,30,0,2,2,0,0,3,0,1,1,20,0.067,0.097,0.133,0.23,-36.0,4,0,0,2,0,0,1983,Right
32,P,Renie Martin,27,37,27,26,4,9,2,2,0,1,1,0,0,8,0.346,0.346,0.577,0.923,156.0,15,0,0,1,0,0,1983,Right
33,P,Jim Barr,35,53,16,15,0,2,1,0,0,0,0,0,0,4,0.133,0.133,0.2,0.333,-7.0,3,1,0,1,0,0,1983,Right
34,P,Gary Lavelle,34,56,14,14,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1983,Both
35,P,Greg Minton,31,73,13,11,4,6,1,0,1,3,0,0,2,2,0.545,0.615,0.909,1.524,324.0,10,0,0,0,0,0,1983,Both
36,P,Scott Garrelts,21,5,12,9,1,2,0,0,0,0,0,0,0,4,0.222,0.222,0.222,0.444,26.0,2,0,0,3,0,0,1983,Right
37,P,Mark Calvert,26,18,10,8,0,0,0,0,0,0,0,0,1,6,0.0,0.111,0.0,0.111,-66.0,0,0,0,1,0,0,1983,Right
38,P,Mike Chris,25,7,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1983,Left
39,P,Pat Larkin,23,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1983,Left
40,P,Randy Lerch,28,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1983,Left
41,P,Brian Kingman,29,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1983,Right
1,C,Bob Brenly,30,145,567,506,74,147,28,0,20,80,6,9,48,52,0.291,0.352,0.464,0.816,131.0,235,14,3,4,6,3,1984,Right
2,1B,Al Oliver,37,91,360,339,27,101,19,2,0,34,2,2,20,27,0.298,0.339,0.366,0.705,101.0,124,19,1,0,0,4,1984,Left
3,2B,Manny Trillo,33,98,437,401,45,102,21,1,4,36,0,0,25,55,0.254,0.3,0.342,0.642,83.0,137,8,3,4,4,0,1984,Right
4,SS,Johnnie LeMaster,30,132,493,451,46,98,13,2,4,32,17,5,31,97,0.217,0.265,0.282,0.547,56.0,127,6,0,7,4,5,1984,Right
5,3B,Joel Youngblood,32,134,524,469,50,119,17,1,10,51,5,6,48,86,0.254,0.328,0.358,0.686,96.0,168,8,4,3,0,1,1984,Right
6,LF,Jeffrey Leonard,28,136,566,514,76,155,27,2,21,86,17,7,47,123,0.302,0.357,0.484,0.841,138.0,249,13,0,0,5,3,1984,Right
7,CF,Dan Gladden,26,86,384,342,71,120,17,2,4,31,31,16,33,37,0.351,0.41,0.447,0.857,145.0,153,3,2,6,1,2,1984,Right
8,RF,Jack Clark,28,57,249,203,33,65,9,1,11,44,1,1,43,29,0.32,0.434,0.537,0.971,176.0,109,9,0,0,3,7,1984,Right
9,OF,Chili Davis,24,137,546,499,87,157,21,6,21,81,12,8,42,74,0.315,0.368,0.507,0.875,148.0,253,13,1,2,2,6,1984,Both
10,MI,Brad Wellman,24,93,293,265,23,60,9,1,2,25,10,5,19,41,0.226,0.274,0.291,0.565,61.0,77,8,0,3,4,0,1984,Right
11,OF,Dusty Baker,35,100,288,243,31,71,7,2,3,32,4,1,40,27,0.292,0.387,0.374,0.761,118.0,91,5,0,0,4,1,1984,Right
12,1B,Scot Thompson,28,120,280,245,30,75,7,1,1,31,5,3,30,26,0.306,0.376,0.355,0.731,110.0,87,11,0,1,4,5,1984,Left
13,OF,Gene Richards,30,87,153,135,18,34,4,0,0,4,5,3,18,28,0.252,0.34,0.281,0.621,79.0,38,3,0,0,0,2,1984,Left
14,C,Steve Nicosia,28,48,144,132,9,40,11,2,2,19,1,1,8,14,0.303,0.336,0.462,0.798,126.0,61,3,0,1,3,0,1984,Right
15,2B,Duane Kuiper,34,83,130,115,8,23,1,0,0,11,0,1,12,10,0.2,0.273,0.209,0.482,40.0,24,2,0,2,1,5,1984,Left
16,IF,Fran Mullins,27,57,120,110,8,24,8,0,2,10,3,1,9,29,0.218,0.277,0.345,0.623,77.0,38,3,0,1,0,0,1984,Right
17,3B,Chris Brown,22,23,95,84,6,24,7,0,1,11,2,1,9,19,0.286,0.358,0.405,0.763,117.0,34,4,1,0,1,0,1984,Right
18,UT,John Rabb,24,54,92,82,10,16,1,0,3,9,1,1,10,33,0.195,0.283,0.317,0.6,71.0,26,0,0,0,0,0,1984,Right
19,OF,Alejandro Sánchez,25,13,41,41,3,8,0,1,0,2,2,3,0,12,0.195,0.195,0.244,0.439,25.0,10,0,0,0,0,0,1984,Right
20,C,Randy Gomez,27,14,38,30,0,5,1,0,0,0,0,0,8,3,0.167,0.342,0.2,0.542,58.0,6,2,0,0,0,0,1984,Right
21,LF,Rob Deer,23,13,32,24,5,4,0,0,3,3,1,1,7,10,0.167,0.375,0.542,0.917,159.0,13,0,1,0,0,0,1984,Right
22,3B,Tom O'Malley,23,13,27,25,2,3,0,0,0,0,0,0,2,2,0.12,0.185,0.12,0.305,-11.0,3,0,0,0,0,0,1984,Left
23,IF,Joe Pittman,31,17,23,22,2,5,0,0,0,2,1,1,0,6,0.227,0.217,0.227,0.445,27.0,5,1,0,0,1,0,1984,Right
